,euctr_id,title,reg_date,other_id,field,provenance
146,2005-000615-99, Freiburger ZNS-NHL Studie,13-10-2006,NA,other,protocol
147,2005-000615-99, Freiburger ZNS-NHL Studie,13-10-2006,NCT00647049,US NCT number,results
148,2005-000615-99, Freiburger ZNS-NHL Studie,13-10-2006,NA,ISRCTN number,results
149,2005-000663-26, Immunsuppressive Therapy in Duchenne Muscular Dystrophy,21-03-2005,NA,US NCT number,protocol
150,2005-000663-26, Immunsuppressive Therapy in Duchenne Muscular Dystrophy,21-03-2005,NA,other,protocol
151,2005-000663-26, Immunsuppressive Therapy in Duchenne Muscular Dystrophy,21-03-2005,NA,US NCT number,results
152,2005-000663-26, Immunsuppressive Therapy in Duchenne Muscular Dystrophy,21-03-2005,NA,ISRCTN number,results
153,2005-000752-32, Medical treatment of Menière’s disease with betahistine:,15-06-2005,NA,US NCT number,protocol
154,2005-000752-32, Medical treatment of Menière’s disease with betahistine:,15-06-2005,NA,other,protocol
155,2005-000752-32, Medical treatment of Menière’s disease with betahistine:,15-06-2005,NA,US NCT number,results
156,2005-000752-32, Medical treatment of Menière’s disease with betahistine:,15-06-2005,NA,ISRCTN number,results
157,2005-000771-18," Prospective, doubleblind, randomized multicenter study to proof the clinical and ",17-05-2006,NA,US NCT number,protocol
158,2005-000771-18," Prospective, doubleblind, randomized multicenter study to proof the clinical and ",17-05-2006,NA,other,protocol
159,2005-000771-18," Prospective, doubleblind, randomized multicenter study to proof the clinical and ",17-05-2006,NA,US NCT number,results
160,2005-000771-18," Prospective, doubleblind, randomized multicenter study to proof the clinical and ",17-05-2006,NA,ISRCTN number,results
161,2005-000774-46, BOne marrOw transfer to enhance ST-elevation infarct regeneration-2,22-02-2005,NA,US NCT number,protocol
162,2005-000774-46, BOne marrOw transfer to enhance ST-elevation infarct regeneration-2,22-02-2005,NA,other,protocol
163,2005-000774-46, BOne marrOw transfer to enhance ST-elevation infarct regeneration-2,22-02-2005,NA,US NCT number,results
164,2005-000774-46, BOne marrOw transfer to enhance ST-elevation infarct regeneration-2,22-02-2005,ISRCTN17457407,ISRCTN number,results
165,2005-000967-24," Evaluation of Response Rate to Pre-operative Docetaxel + Herceptin study part A and Docetaxel study part B In Locally Advanced Breast Cancer Patients, Stratified by HER2-Status, Trial Phase II",30-08-2005,NA,US NCT number,protocol
166,2005-000967-24," Evaluation of Response Rate to Pre-operative Docetaxel + Herceptin study part A and Docetaxel study part B In Locally Advanced Breast Cancer Patients, Stratified by HER2-Status, Trial Phase II",30-08-2005,NA,other,protocol
167,2005-000967-24," Evaluation of Response Rate to Pre-operative Docetaxel + Herceptin study part A and Docetaxel study part B In Locally Advanced Breast Cancer Patients, Stratified by HER2-Status, Trial Phase II",30-08-2005,NCT00398489,US NCT number,results
168,2005-000967-24," Evaluation of Response Rate to Pre-operative Docetaxel + Herceptin study part A and Docetaxel study part B In Locally Advanced Breast Cancer Patients, Stratified by HER2-Status, Trial Phase II",30-08-2005,NA,ISRCTN number,results
169,2005-000968-33," Doppel-blinde, randomisierte, kontrollierte Studie zur intraarteriellen Transplantation von Knochenmarks-Progenitorzellen bei Patienten mit chronischer Ischämie bei pAVK",16-03-2005,NA,US NCT number,protocol
170,2005-000968-33," Doppel-blinde, randomisierte, kontrollierte Studie zur intraarteriellen Transplantation von Knochenmarks-Progenitorzellen bei Patienten mit chronischer Ischämie bei pAVK",16-03-2005,NA,other,protocol
171,2005-000968-33," Doppel-blinde, randomisierte, kontrollierte Studie zur intraarteriellen Transplantation von Knochenmarks-Progenitorzellen bei Patienten mit chronischer Ischämie bei pAVK",16-03-2005,NA,US NCT number,results
172,2005-000968-33," Doppel-blinde, randomisierte, kontrollierte Studie zur intraarteriellen Transplantation von Knochenmarks-Progenitorzellen bei Patienten mit chronischer Ischämie bei pAVK",16-03-2005,NA,ISRCTN number,results
173,2005-000986-20, The CORE Study (Chemotherapy or Endocrine Treatment first?),15-08-2005,NA,US NCT number,protocol
174,2005-000986-20, The CORE Study (Chemotherapy or Endocrine Treatment first?),15-08-2005,NA,other,protocol
175,2005-000986-20, The CORE Study (Chemotherapy or Endocrine Treatment first?),15-08-2005,NA,US NCT number,results
176,2005-000986-20, The CORE Study (Chemotherapy or Endocrine Treatment first?),15-08-2005,NA,ISRCTN number,results
177,2005-001017-17, µ-Opiatrezeptorvermittelte Dopaminfreisetzung bei Alkoholabhängigkeit:,11-04-2006,NA,US NCT number,protocol
178,2005-001017-17, µ-Opiatrezeptorvermittelte Dopaminfreisetzung bei Alkoholabhängigkeit:,11-04-2006,NA,other,protocol
179,2005-001017-17, µ-Opiatrezeptorvermittelte Dopaminfreisetzung bei Alkoholabhängigkeit:,11-04-2006,NA,US NCT number,results
180,2005-001017-17, µ-Opiatrezeptorvermittelte Dopaminfreisetzung bei Alkoholabhängigkeit:,11-04-2006,NA,ISRCTN number,results
181,2005-001069-32," A prospective 8 weeks acute phase-IV study investigating efficacy, safety and tolerability of Quetiapine fumarate in 60 drug-naïve first-episode psychosis patients aged 18 to 35 years",24-05-2005,NA,US NCT number,protocol
182,2005-001069-32," A prospective 8 weeks acute phase-IV study investigating efficacy, safety and tolerability of Quetiapine fumarate in 60 drug-naïve first-episode psychosis patients aged 18 to 35 years",24-05-2005,NA,other,protocol
183,2005-001069-32," A prospective 8 weeks acute phase-IV study investigating efficacy, safety and tolerability of Quetiapine fumarate in 60 drug-naïve first-episode psychosis patients aged 18 to 35 years",24-05-2005,NA,US NCT number,results
184,2005-001069-32," A prospective 8 weeks acute phase-IV study investigating efficacy, safety and tolerability of Quetiapine fumarate in 60 drug-naïve first-episode psychosis patients aged 18 to 35 years",24-05-2005,NA,ISRCTN number,results
185,2005-001113-18, Beeinflussung assoziativen Lernens und motorischer Fähigkeiten durch G-CSF und EPO,21-12-2005,NA,US NCT number,protocol
186,2005-001113-18, Beeinflussung assoziativen Lernens und motorischer Fähigkeiten durch G-CSF und EPO,21-12-2005,NA,other,protocol
187,2005-001113-18, Beeinflussung assoziativen Lernens und motorischer Fähigkeiten durch G-CSF und EPO,21-12-2005,NA,US NCT number,results
188,2005-001113-18, Beeinflussung assoziativen Lernens und motorischer Fähigkeiten durch G-CSF und EPO,21-12-2005,NA,ISRCTN number,results
189,2005-001207-19, Randomized multicenter open label trial comparing the efficacy and safety of 48 versus 72 weeks of Peginterferon-alfa-2a plus daily Ribavirin and Amantadinsulfat in patients with chronic Hepatitis C infektion who relapsed after Interferon alfa / Ribavirin combination treatment,05-07-2005,NA,US NCT number,protocol
190,2005-001207-19, Randomized multicenter open label trial comparing the efficacy and safety of 48 versus 72 weeks of Peginterferon-alfa-2a plus daily Ribavirin and Amantadinsulfat in patients with chronic Hepatitis C infektion who relapsed after Interferon alfa / Ribavirin combination treatment,05-07-2005,NA,other,protocol
191,2005-001207-19, Randomized multicenter open label trial comparing the efficacy and safety of 48 versus 72 weeks of Peginterferon-alfa-2a plus daily Ribavirin and Amantadinsulfat in patients with chronic Hepatitis C infektion who relapsed after Interferon alfa / Ribavirin combination treatment,05-07-2005,NA,US NCT number,results
192,2005-001207-19, Randomized multicenter open label trial comparing the efficacy and safety of 48 versus 72 weeks of Peginterferon-alfa-2a plus daily Ribavirin and Amantadinsulfat in patients with chronic Hepatitis C infektion who relapsed after Interferon alfa / Ribavirin combination treatment,05-07-2005,NA,ISRCTN number,results
193,2005-001278-28, Untersuchungen über die Wirkung der gestörten Glucosetoleranz auf die renale und systemische Hämodynamik und das renin-Angiotensin-System sowie deren pharmakologische Beeinflussung mittels AT1-Rezeptorblockade,21-06-2005,NA,US NCT number,protocol
194,2005-001278-28, Untersuchungen über die Wirkung der gestörten Glucosetoleranz auf die renale und systemische Hämodynamik und das renin-Angiotensin-System sowie deren pharmakologische Beeinflussung mittels AT1-Rezeptorblockade,21-06-2005,NA,other,protocol
195,2005-001278-28, Untersuchungen über die Wirkung der gestörten Glucosetoleranz auf die renale und systemische Hämodynamik und das renin-Angiotensin-System sowie deren pharmakologische Beeinflussung mittels AT1-Rezeptorblockade,21-06-2005,NA,US NCT number,results
196,2005-001278-28, Untersuchungen über die Wirkung der gestörten Glucosetoleranz auf die renale und systemische Hämodynamik und das renin-Angiotensin-System sowie deren pharmakologische Beeinflussung mittels AT1-Rezeptorblockade,21-06-2005,NA,ISRCTN number,results
197,2005-001411-22, Serotonin-Transporter Binding in Tourette-Syndrome and Obsessive-Compulsive Disorder before and during Treatment with SRI: a I-123-ADAM-SPECT-Study,12-10-2005,NA,US NCT number,protocol
198,2005-001411-22, Serotonin-Transporter Binding in Tourette-Syndrome and Obsessive-Compulsive Disorder before and during Treatment with SRI: a I-123-ADAM-SPECT-Study,12-10-2005,NA,other,protocol
199,2005-001411-22, Serotonin-Transporter Binding in Tourette-Syndrome and Obsessive-Compulsive Disorder before and during Treatment with SRI: a I-123-ADAM-SPECT-Study,12-10-2005,NA,US NCT number,results
200,2005-001411-22, Serotonin-Transporter Binding in Tourette-Syndrome and Obsessive-Compulsive Disorder before and during Treatment with SRI: a I-123-ADAM-SPECT-Study,12-10-2005,NA,ISRCTN number,results
201,2005-001415-21, Phase II Studie zur Evaluierung der SH U 555 C unterstützten Magnetresonanztomographie der arteriosklerotischen Karotisstenose bei Patienten vor Thrombendarteriektomie,02-12-2005,NA,US NCT number,protocol
202,2005-001415-21, Phase II Studie zur Evaluierung der SH U 555 C unterstützten Magnetresonanztomographie der arteriosklerotischen Karotisstenose bei Patienten vor Thrombendarteriektomie,02-12-2005,NA,other,protocol
203,2005-001415-21, Phase II Studie zur Evaluierung der SH U 555 C unterstützten Magnetresonanztomographie der arteriosklerotischen Karotisstenose bei Patienten vor Thrombendarteriektomie,02-12-2005,NA,US NCT number,results
204,2005-001415-21, Phase II Studie zur Evaluierung der SH U 555 C unterstützten Magnetresonanztomographie der arteriosklerotischen Karotisstenose bei Patienten vor Thrombendarteriektomie,02-12-2005,NA,ISRCTN number,results
205,2005-001456-20, „Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,22-11-2005,NA,US NCT number,protocol
206,2005-001456-20, „Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,22-11-2005,NA,other,protocol
207,2005-001456-20, „Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,22-11-2005,NA,US NCT number,results
208,2005-001456-20, „Pilotstudie zum Einfluss selektiver neurogener Blockaden auf die perioperative Immunreaktion bei Lungen-resezierten Patienten.“,22-11-2005,NA,ISRCTN number,results
209,2005-001481-14, LOCAL-TAX Trial: Local intracoronary administration of Paclitaxel after stent implantation for prevention of restenosis in comparison with stent implantation alone and with implantation of a Paclitaxel-eluting stent,02-12-2005,NA,US NCT number,protocol
210,2005-001481-14, LOCAL-TAX Trial: Local intracoronary administration of Paclitaxel after stent implantation for prevention of restenosis in comparison with stent implantation alone and with implantation of a Paclitaxel-eluting stent,02-12-2005,NA,other,protocol
211,2005-001481-14, LOCAL-TAX Trial: Local intracoronary administration of Paclitaxel after stent implantation for prevention of restenosis in comparison with stent implantation alone and with implantation of a Paclitaxel-eluting stent,02-12-2005,NA,US NCT number,results
212,2005-001481-14, LOCAL-TAX Trial: Local intracoronary administration of Paclitaxel after stent implantation for prevention of restenosis in comparison with stent implantation alone and with implantation of a Paclitaxel-eluting stent,02-12-2005,NA,ISRCTN number,results
213,2005-001486-33, Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome,15-06-2005,NA,US NCT number,protocol
214,2005-001486-33, Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome,15-06-2005,NA,other,protocol
215,2005-001486-33, Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome,15-06-2005,NA,US NCT number,results
216,2005-001486-33, Efficacy and safety of levetiracetam in the inpatient treatment of alcohol withdrawal syndrome,15-06-2005,NA,ISRCTN number,results
217,2005-001559-39, Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,02-06-2006,NA,US NCT number,protocol
218,2005-001559-39, Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,02-06-2006,NA,other,protocol
219,2005-001559-39, Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,02-06-2006,NA,US NCT number,results
220,2005-001559-39, Randomisierte Phase II Studie zum Vergleich einer wöchentlichen Topotecangabe mit der Topotecangabe an fünf aufeinander folgenden Tagen bei Patientinnen mit platinresistentem rezidiviertem epithelialem Ovarialkarzinom und Peritonealkarzinom,02-06-2006,NA,ISRCTN number,results
221,2005-001596-34, Multicentre phase II trial of Bendamustine in combination with rituximab for patients with previously untreated or relapsed chronic lymphocytic leukemia,07-12-2005,NA,US NCT number,protocol
