nct_id,ctgov_group_code,time_frame,event_type,default_vocab,default_assessment,subjects_affected,subjects_at_risk,description,event_count,adverse_event_term,frequency_threshold,vocab,assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,2,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",2,Gastrooesophageal reflux disease,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,6,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",7,Dizziness,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,5,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",8,Dizziness,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,6,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",6,Headache,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,1,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",1,Headache,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,3,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",3,Dysgeusia,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,1,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",1,Dysgeusia,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,3,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",3,Hypoparaesthesia,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,0,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",0,Hypoparaesthesia,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,3,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",3,Anorexia,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,5,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",5,Anorexia,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,3,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",5,Hypokalaemia,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,4,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",9,Hypokalaemia,5,MedDRA,Systematic Assessment
NCT00274651,EG000,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,1,29,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",1,Dehydration,5,MedDRA,Systematic Assessment
NCT00274651,EG001,"Throughout study, up to 4 weeks after last drug administration",other,NA,NA,4,24,"Follow-up of the AE (adverse event) was required during the study and after completion, withdrawal or discontinuation of the study if the event was still ongoing. The Investigator was to continuously monitor patients with AEs until the event had returned to baseline or ≤ Grade 1 or until the patient started another type of antineoplastic therapy.",4,Dehydration,5,MedDRA,Systematic Assessment
